40.94,39.87
28.09,10.51
41.36,40.88
22.31,6.65
28.97,10.01
26.01,8.85
47.89,58.39
18.57,4.06
43.78,40.98
55.28,98.12
47.93,49.58
52.14,74.44
46.1,59.35
28.75,10.14
18.08,3.01
24.59,7.33
50.75,68.05
47.49,58.12
22.47,6.16
45.93,57.86
18.23,4.13
55.47,108.47
41.8,40.59
46.22,50.15
51.01,74.46
52.03,77.93
40.5,42.06
53.98,73.47
52.05,71.84
46.74,52.19
20.21,5.49
48.56,53.81
56.96,96.22
45.56,50.8
52.43,80.1
48.98,57.4
58.58,95.49
51.12,69.98
26.71,8.69
26.36,9.1
51.35,80.98
56.01,97.69
45.99,57.81
48.38,49.55
26.48,8.87
28.52,11.13
52.82,69.47
28.88,10.82
42.63,44.22
28.44,10.0
46.41,51.19
51.03,74.61
22.57,6.29
18.51,4.04
18.19,2.79
45.63,51.73
50.3,74.98
51.01,69.57
17.84,2.04
20.14,5.21
50.96,77.48
26.83,9.85
17.18,4.07
42.75,38.06
56.3,102.57
24.76,8.3
22.13,6.17
24.01,7.25
28.27,10.65
20.02,5.48
46.75,52.5
20.37,5.36
45.36,53.93
20.6,5.2
48.2,58.38
22.17,6.98
57.63,100.08
52.05,81.09
22.88,6.7
52.59,76.06
50.66,73.31
26.84,9.52
28.38,10.03
48.85,54.19
17.43,2.2
24.41,7.4
53.25,70.72
41.35,40.86
45.86,49.99
42.28,44.21
43.82,39.77
50.84,67.35
18.98,1.76
26.04,9.15
28.64,10.06
42.75,42.8
53.8,68.46
24.76,8.16
46.96,55.46
28.34,10.06
22.03,6.91
51.28,68.99
45.09,53.58
20.28,5.15
56.84,105.89
47.59,54.19
48.21,51.65
26.69,9.99
45.63,57.62
24.38,7.67
52.42,67.83
41.1,37.78
17.86,4.35
22.93,6.05
24.84,7.65
20.77,5.58
55.01,103.61
45.54,56.08
26.64,9.54
26.23,9.96
48.49,53.02
24.46,7.69
18.48,3.28
26.84,9.21
26.42,9.5
48.5,55.21
24.16,7.15
42.99,38.45
22.06,6.49
47.27,54.62
48.14,53.51
22.31,6.71
47.61,54.8
50.43,69.45
53.7,81.12
20.31,5.07
26.09,9.25
20.83,5.63
28.01,10.96
52.76,76.98
52.59,75.89
28.15,11.44
26.41,9.18
53.57,70.5
22.53,6.9
58.56,103.7
17.24,1.04
45.96,56.37
20.42,5.76
55.71,102.47
22.28,6.24
20.75,5.61
55.39,94.86
18.55,1.64
22.75,6.31
47.84,57.0
28.24,10.91
47.94,52.96
26.22,9.9
26.58,9.81
26.56,9.42
