53.12,74.43
53.17,72.19
17.74,3.62
48.66,56.45
20.56,5.18
28.1,10.07
52.42,74.42
22.13,6.32
18.1,1.95
46.45,53.86
45.4,59.08
26.22,9.97
40.48,43.93
22.12,6.78
50.38,69.84
40.12,43.81
24.3,8.09
22.04,6.66
50.07,76.59
20.04,5.24
55.93,108.32
52.96,76.74
41.45,40.44
22.89,6.11
20.22,5.11
37.56,25.7
58.16,97.16
17.93,1.03
17.93,3.7
20.61,5.81
55.61,104.2
51.3,80.93
24.57,7.53
40.31,38.61
24.21,7.36
57.7,94.04
18.16,2.49
22.27,6.19
55.49,109.39
24.86,7.25
47.37,53.63
48.88,49.77
28.71,10.8
51.82,77.41
46.97,49.72
20.53,5.38
24.29,7.3
28.16,10.6
26.95,9.59
38.51,26.81
17.33,2.14
46.03,51.52
51.36,73.51
18.28,2.54
17.83,2.43
51.68,72.09
43.9,37.6
55.3,107.23
42.11,44.93
42.82,42.82
17.02,1.79
18.38,1.73
53.38,75.14
26.66,8.77
24.82,8.43
40.84,43.96
40.56,41.57
57.96,96.66
20.21,5.45
35.03,25.02
26.4,9.44
20.36,5.05
38.93,27.59
18.98,3.82
18.73,4.82
45.32,58.92
43.9,38.43
46.19,50.17
37.48,26.34
57.41,103.04
22.57,6.54
20.84,5.92
24.89,7.81
53.75,77.91
37.16,28.15
56.34,109.65
50.44,73.53
28.7,11.03
50.11,81.25
42.08,38.71
28.92,11.27
26.05,9.43
51.98,74.75
48.6,54.77
24.53,7.61
40.99,44.89
18.21,1.38
41.37,41.36
24.23,7.22
17.86,2.73
17.3,2.55
28.04,10.44
40.01,41.42
28.19,11.37
22.79,6.46
55.45,92.2
22.77,6.58
22.1,6.96
26.17,8.54
28.11,10.84
22.04,6.81
22.49,6.09
37.99,26.62
37.15,29.67
57.36,102.5
26.95,9.41
52.4,67.98
57.98,109.59
28.57,11.27
26.38,8.81
53.9,80.03
40.93,39.44
26.61,9.94
41.75,39.27
42.12,39.78
38.54,28.84
22.17,6.9
50.39,81.13
53.94,79.23
57.11,108.66
24.95,8.02
26.26,9.74
42.66,37.87
43.27,38.28
55.51,108.35
55.48,106.89
58.42,100.23
22.62,6.77
48.72,58.59
43.31,40.6
17.35,2.76
56.24,95.36
22.24,6.62
35.36,26.45
52.57,71.63
22.59,6.88
26.05,8.83
20.19,5.1
45.12,53.16
57.43,92.52
28.38,10.58
47.16,52.34
40.23,43.71
20.82,5.69
41.82,37.99
53.57,78.54
51.12,71.36
20.78,5.09
17.96,2.55
58.95,97.6
41.29,38.6
20.79,5.45
17.45,4.42
20.27,5.1
26.3,8.64
57.32,99.87
52.67,71.72
20.94,5.72
47.04,58.96
28.09,10.31
17.34,3.35
47.02,57.73
24.8,7.13
43.45,38.86
48.31,52.44
22.66,6.33
43.15,37.71
22.73,6.88
51.62,73.58
53.73,80.42
17.37,2.43
41.28,43.21
47.87,50.66
50.8,69.33
43.47,45.02
26.56,8.95
17.78,1.84
26.6,8.95
48.71,56.65
20.29,5.84
24.69,7.63
47.32,56.99
50.1,81.1
58.15,95.01
40.24,41.2
43.97,43.6
50.9,78.21
48.88,53.5
26.3,9.89
55.59,97.47
17.17,2.37
46.19,57.85
53.5,80.54
56.89,95.43
26.51,8.67
24.9,7.26
52.35,80.03
22.75,6.92
38.7,26.83
40.81,43.23
53.76,71.36
22.01,6.65
28.22,10.07
22.26,6.13
43.92,44.19
20.42,5.37
20.26,5.96
28.95,10.71
24.81,7.47
47.77,56.49
20.45,5.07
24.6,7.16
22.92,6.52
29.0,10.41
28.27,11.01
22.76,6.61
22.6,6.5
51.6,69.86
20.82,5.4
55.45,98.06
18.44,4.5
51.61,71.77
20.38,5.54
47.42,49.5
17.99,4.36
28.91,10.32
38.12,27.7
26.91,8.55
41.54,43.45
55.37,97.66
37.74,27.24
48.16,51.86
20.98,5.93
43.68,42.55
38.37,28.32
37.1,26.61
26.61,9.94
47.47,56.56
52.02,71.6
20.77,5.3
18.76,4.01
24.66,7.27
28.65,10.81
20.91,5.08
43.0,40.3
38.57,25.86
41.03,41.13
18.41,2.04
40.78,40.27
55.52,94.2
42.81,42.4
